评价ID,品牌,分类,用户评分,评价内容长度,是否有图,购买渠道,评价日期,是否追评,有用数
RV-100384,华硕,智能手机,5,47,是,官网,2026-05-26,否,0
RV-100385,联想,电视,1,187,否,苏宁,2025-10-14,否,3
RV-100386,惠普,智能家居,4,10,是,抖音,2025-10-24,否,0
RV-100387,美的,平板电脑,5,110,是,天猫,2026-04-01,否,2
RV-100388,华为,电视,5,62,是,官网,2026-01-26,否,2
RV-100389,美的,笔记本电脑,5,24,是,苏宁,2025-10-15,否,2
RV-100390,美的,智能手机,3,64,否,抖音,2026-04-24,否,0
RV-100391,OPPO,笔记本电脑,2,165,否,苏宁,2026-01-13,是,6
RV-100392,索尼,电视,4,103,是,苏宁,2026-06-19,否,7
RV-100393,美的,投影仪,4,124,是,拼多多,2026-06-28,否,4
RV-100394,松下,智能穿戴,5,10,否,天猫,2026-03-14,否,0
RV-100395,索尼,智能家居,3,10,是,苏宁,2026-04-03,否,0
RV-100396,三星,电视,3,135,否,拼多多,2026-06-05,否,1
RV-100397,格力,电视,5,10,否,天猫,2026-06-24,否,0
RV-100398,三星,耳机,3,177,是,抖音,2025-11-13,否,4
RV-100399,戴尔,笔记本电脑,4,41,是,苏宁,2026-04-09,否,3
RV-100400,OPPO,投影仪,5,60,否,苏宁,2026-06-24,否,0
RV-100401,华为,平板电脑,2,120,否,天猫,2025-07-27,是,2
RV-100402,索尼,电视,4,56,否,官网,2026-05-02,否,0
RV-100403,苹果,智能手机,5,10,是,苏宁,2025-12-04,否,2
RV-100404,松下,投影仪,4,10,是,抖音,2026-07-05,否,0
RV-100405,海尔,投影仪,4,70,是,京东,2025-11-04,否,0
RV-100406,联想,智能穿戴,4,54,否,天猫,2026-02-06,否,0
RV-100407,苹果,耳机,2,37,否,苏宁,2025-09-04,否,0
RV-100408,海尔,投影仪,4,118,否,苏宁,2025-12-13,否,3
RV-100409,格力,智能手机,4,79,否,官网,2026-01-14,否,0
RV-100410,格力,耳机,4,123,是,抖音,2025-08-06,否,3
RV-100411,苹果,智能穿戴,5,32,是,拼多多,2025-07-25,否,1
RV-100412,海尔,笔记本电脑,5,10,是,抖音,2026-02-25,否,2
RV-100413,索尼,智能家居,2,190,是,天猫,2025-11-09,否,4
RV-100414,惠普,笔记本电脑,2,232,是,苏宁,2026-01-14,否,2
RV-100415,OPPO,智能家居,5,82,否,苏宁,2026-05-28,否,0
RV-100416,联想,平板电脑,5,71,是,京东,2025-10-31,否,1
RV-100417,苹果,电视,4,163,是,抖音,2026-06-19,否,3
RV-100418,三星,投影仪,1,160,否,官网,2025-08-22,否,0
RV-100419,三星,耳机,4,78,是,拼多多,2025-09-10,是,7
RV-100420,苹果,笔记本电脑,3,100,是,官网,2025-11-28,否,2
RV-100421,苹果,投影仪,1,103,否,京东,2025-12-14,否,1
RV-100422,三星,耳机,3,84,是,官网,2025-07-09,否,2
RV-100423,飞利浦,智能手机,5,33,是,京东,2025-09-07,否,0
RV-100424,海尔,笔记本电脑,4,37,是,官网,2025-11-08,否,2
RV-100425,苹果,耳机,4,104,是,抖音,2025-08-03,否,5
RV-100426,索尼,平板电脑,4,49,否,苏宁,2026-05-15,否,0
RV-100427,三星,耳机,3,82,否,官网,2026-01-06,否,0
RV-100428,戴尔,智能穿戴,5,28,是,京东,2026-07-07,否,1
RV-100429,海尔,笔记本电脑,2,87,否,京东,2026-04-23,否,0
RV-100430,飞利浦,笔记本电脑,3,127,是,京东,2025-11-13,否,4
RV-100431,小米,平板电脑,2,288,否,苏宁,2026-01-29,否,5
RV-100432,格力,笔记本电脑,5,94,是,苏宁,2026-01-06,是,3
RV-100433,OPPO,智能穿戴,2,80,是,苏宁,2026-05-11,否,1
RV-100434,戴尔,智能家居,5,72,是,天猫,2026-05-12,否,1
RV-100435,格力,智能手机,1,101,否,官网,2025-09-20,是,7
RV-100436,华硕,平板电脑,4,146,否,苏宁,2026-05-03,否,5
RV-100437,美的,智能家居,5,10,是,官网,2026-07-02,是,4
RV-100438,松下,耳机,1,93,否,苏宁,2026-05-21,否,0
RV-100439,海尔,耳机,4,68,是,抖音,2025-09-26,否,1
RV-100440,华为,智能手机,4,140,是,天猫,2026-01-25,否,3
RV-100441,联想,智能穿戴,5,10,是,京东,2026-03-10,否,3
RV-100442,华硕,智能家居,3,86,是,京东,2025-08-08,否,3
RV-100443,小米,电视,4,88,是,官网,2025-08-26,是,4
RV-100444,索尼,耳机,4,121,是,抖音,2025-09-25,否,5
RV-100445,OPPO,智能家居,3,28,是,天猫,2025-08-05,否,0
RV-100446,华为,投影仪,5,10,是,天猫,2026-06-15,否,0
RV-100447,华硕,平板电脑,3,95,否,抖音,2026-02-28,否,0
RV-100448,三星,耳机,5,64,否,京东,2026-01-16,否,0
RV-100449,飞利浦,电视,5,20,是,苏宁,2025-11-20,否,0
RV-100450,海尔,平板电脑,1,119,是,天猫,2025-10-21,否,7
RV-100451,格力,平板电脑,3,92,是,苏宁,2025-10-23,否,2
RV-100452,戴尔,耳机,5,24,否,抖音,2025-12-09,否,0
RV-100453,格力,智能穿戴,3,117,是,天猫,2026-03-28,否,6
RV-100454,OPPO,智能穿戴,4,46,否,抖音,2025-10-24,是,1
RV-100455,格力,投影仪,3,10,否,抖音,2025-09-13,否,0
RV-100456,海尔,电视,4,117,否,京东,2025-10-14,否,0
RV-100457,华为,电视,5,13,是,官网,2026-02-12,否,1
RV-100458,索尼,平板电脑,3,110,否,抖音,2026-05-17,否,3
RV-100459,松下,耳机,3,97,是,官网,2025-07-19,否,2
RV-100460,华为,电视,5,25,否,官网,2026-07-02,否,0
RV-100461,索尼,耳机,4,138,否,官网,2025-08-18,否,1
RV-100462,格力,投影仪,3,131,是,官网,2026-04-09,否,5
RV-100463,小米,平板电脑,1,42,否,拼多多,2025-12-01,是,0
RV-100464,惠普,智能穿戴,5,11,是,天猫,2026-06-18,否,1
RV-100465,美的,投影仪,4,148,否,苏宁,2026-02-04,否,5
RV-100466,飞利浦,投影仪,5,108,是,抖音,2025-12-08,否,5
RV-100467,惠普,电视,5,33,是,拼多多,2026-01-20,否,2
RV-100468,索尼,耳机,1,92,否,京东,2025-08-10,否,0
RV-100469,小米,投影仪,4,48,否,天猫,2025-08-24,否,0
RV-100470,华为,投影仪,5,46,是,拼多多,2025-10-17,否,0
RV-100471,惠普,智能家居,4,160,是,天猫,2026-05-20,否,2
RV-100472,飞利浦,智能手机,4,97,是,抖音,2026-03-25,否,0
RV-100473,松下,电视,4,154,否,苏宁,2026-06-26,否,1
RV-100474,格力,投影仪,5,49,是,苏宁,2026-02-26,否,1
RV-100475,戴尔,智能家居,4,99,是,官网,2026-07-05,是,4
RV-100476,格力,笔记本电脑,3,212,是,拼多多,2025-07-22,否,2
RV-100477,OPPO,笔记本电脑,5,100,否,京东,2025-08-04,否,0
RV-100478,华硕,平板电脑,4,98,是,官网,2026-02-06,否,1
RV-100479,美的,投影仪,1,109,是,京东,2026-06-17,否,1
RV-100480,OPPO,电视,4,78,否,天猫,2026-01-13,否,0
RV-100481,戴尔,平板电脑,5,10,是,天猫,2026-05-11,否,1
RV-100482,海尔,智能手机,2,78,否,官网,2026-02-10,否,0
RV-100483,小米,智能穿戴,5,65,是,天猫,2026-01-07,否,2
RV-100484,海尔,耳机,5,27,是,抖音,2025-07-18,否,2
RV-100485,苹果,投影仪,3,159,否,官网,2026-03-17,是,3
RV-100486,格力,电视,5,21,是,拼多多,2026-01-06,否,3
RV-100487,华硕,笔记本电脑,5,99,是,天猫,2025-10-06,否,1
RV-100488,索尼,笔记本电脑,3,48,否,苏宁,2025-09-15,否,0
RV-100489,飞利浦,耳机,2,72,否,苏宁,2025-10-05,否,0
RV-100490,海尔,平板电脑,5,45,是,抖音,2025-10-25,否,3
RV-100491,小米,电视,5,10,是,天猫,2025-10-18,否,1
RV-100492,华硕,平板电脑,5,129,否,京东,2026-01-06,否,3
RV-100493,三星,智能家居,5,33,是,拼多多,2025-10-16,否,1
RV-100494,戴尔,智能家居,2,126,否,抖音,2026-02-24,是,6
RV-100495,惠普,平板电脑,5,31,是,拼多多,2025-10-17,否,0
RV-100496,戴尔,耳机,4,22,是,天猫,2025-10-25,否,0
RV-100497,华硕,平板电脑,5,54,是,天猫,2026-04-04,否,1
RV-100498,联想,笔记本电脑,4,136,是,天猫,2025-09-09,否,4
RV-100499,海尔,电视,5,99,是,官网,2026-05-01,否,1
RV-100500,惠普,智能手机,2,193,是,天猫,2026-05-26,是,5
RV-100501,华硕,智能家居,2,111,是,天猫,2025-09-13,否,5
RV-100502,OPPO,智能穿戴,5,34,是,天猫,2025-12-23,否,3
RV-100503,小米,智能手机,5,39,否,天猫,2025-12-06,否,0
RV-100504,OPPO,笔记本电脑,5,94,否,京东,2026-05-09,否,0
RV-100505,华硕,平板电脑,2,97,否,苏宁,2025-10-14,是,3
RV-100506,联想,智能手机,4,10,是,官网,2025-09-10,否,2
RV-100507,美的,笔记本电脑,4,89,是,抖音,2026-02-13,否,0
RV-100508,美的,电视,5,110,是,官网,2025-12-28,否,4
RV-100509,三星,投影仪,4,82,是,抖音,2026-02-25,否,2
RV-100510,戴尔,投影仪,4,98,否,苏宁,2025-09-26,否,0
RV-100511,苹果,投影仪,4,140,是,苏宁,2025-07-12,否,6
RV-100512,格力,平板电脑,2,66,否,京东,2026-04-17,否,0
RV-100513,三星,电视,3,135,否,京东,2025-07-12,否,5
RV-100514,苹果,电视,1,239,是,天猫,2026-02-24,是,3
RV-100515,联想,笔记本电脑,4,170,否,官网,2025-08-28,否,3
RV-100516,惠普,智能穿戴,3,140,是,官网,2026-03-27,否,3
RV-100517,美的,智能穿戴,5,10,是,天猫,2025-08-28,否,1
RV-100518,海尔,智能手机,5,84,是,官网,2026-01-09,否,3
RV-100519,戴尔,电视,4,100,是,抖音,2026-05-23,否,0
RV-100520,索尼,投影仪,5,103,否,京东,2025-09-17,否,3
RV-100521,索尼,平板电脑,4,67,是,抖音,2026-05-10,是,4
RV-100522,索尼,智能穿戴,4,90,否,官网,2025-11-16,否,0
RV-100523,华硕,智能手机,4,10,是,官网,2025-07-27,否,1
RV-100524,三星,投影仪,4,68,是,苏宁,2026-05-22,否,2
RV-100525,海尔,投影仪,5,12,否,天猫,2026-01-08,否,0
RV-100526,美的,智能穿戴,5,80,是,拼多多,2026-03-07,否,1
RV-100527,三星,耳机,5,126,是,京东,2026-05-08,否,1
RV-100528,海尔,智能家居,4,135,否,苏宁,2026-01-28,否,4
RV-100529,美的,智能穿戴,4,95,否,苏宁,2026-02-15,否,0
RV-100530,三星,平板电脑,5,10,是,天猫,2025-07-22,否,3
RV-100531,华硕,笔记本电脑,4,65,是,天猫,2025-07-28,否,0
RV-100532,戴尔,笔记本电脑,5,14,是,拼多多,2025-08-29,否,3
RV-100533,联想,平板电脑,4,68,是,苏宁,2026-01-03,否,2
RV-100534,索尼,智能家居,5,53,是,抖音,2026-03-10,否,2
RV-100535,戴尔,电视,5,72,否,京东,2025-11-08,否,0
RV-100536,苹果,电视,4,10,否,拼多多,2025-11-01,否,0
RV-100537,索尼,智能手机,5,41,是,京东,2025-08-20,是,5
RV-100538,华硕,投影仪,5,66,是,拼多多,2026-05-07,否,3
RV-100539,松下,耳机,4,37,是,拼多多,2026-01-08,否,2
RV-100540,海尔,智能家居,3,67,是,拼多多,2025-08-15,是,2
RV-100541,戴尔,电视,3,73,是,官网,2026-01-27,是,3
RV-100542,索尼,智能穿戴,4,102,是,天猫,2025-12-09,否,8
RV-100543,苹果,智能手机,5,10,是,天猫,2026-03-23,否,0
RV-100544,戴尔,笔记本电脑,5,130,否,京东,2026-05-27,否,4
RV-100545,索尼,平板电脑,5,78,否,天猫,2026-03-13,否,0
RV-100546,格力,智能穿戴,4,86,是,苏宁,2026-01-23,否,2
RV-100547,华硕,智能穿戴,4,91,是,抖音,2025-09-09,否,1
RV-100548,华硕,电视,4,44,是,拼多多,2025-11-24,否,0
RV-100549,联想,电视,5,101,是,抖音,2025-11-10,是,5
RV-100550,华为,智能家居,2,102,是,天猫,2025-12-29,是,5
RV-100551,戴尔,电视,5,67,是,天猫,2025-12-27,否,3
RV-100552,索尼,笔记本电脑,4,156,是,官网,2026-02-13,否,7
RV-100553,格力,智能穿戴,4,31,否,京东,2026-02-10,否,0
RV-100554,海尔,智能家居,4,83,是,京东,2025-10-08,否,0
RV-100555,苹果,笔记本电脑,5,59,是,京东,2026-03-11,否,0
RV-100556,苹果,智能手机,4,133,是,京东,2026-01-20,否,3
RV-100557,松下,平板电脑,5,10,是,拼多多,2026-04-01,是,4
RV-100558,松下,电视,3,110,是,天猫,2026-06-21,否,4
RV-100559,华硕,笔记本电脑,4,165,否,拼多多,2026-01-30,否,5
RV-100560,苹果,智能手机,3,68,是,天猫,2025-08-01,是,2
RV-100561,小米,耳机,4,84,是,京东,2025-09-12,否,2
RV-100562,戴尔,耳机,5,10,是,天猫,2026-05-24,否,2
RV-100563,苹果,智能家居,5,60,是,拼多多,2026-06-08,否,0
RV-100564,海尔,平板电脑,3,125,否,官网,2025-11-26,是,7
RV-100565,三星,智能手机,4,220,是,拼多多,2025-09-25,是,6
RV-100566,惠普,智能家居,5,45,是,抖音,2026-06-03,否,1
RV-100567,苹果,智能家居,5,10,是,抖音,2025-08-16,否,0
RV-100568,戴尔,平板电脑,2,107,否,抖音,2025-08-05,否,0
RV-100569,松下,电视,5,19,是,拼多多,2025-08-29,否,1
RV-100570,联想,电视,4,166,是,天猫,2026-06-22,否,2
RV-100571,小米,智能家居,5,88,是,苏宁,2025-08-06,否,3
RV-100572,惠普,智能穿戴,5,162,是,苏宁,2026-05-29,否,8
RV-100573,飞利浦,智能手机,5,59,是,京东,2025-07-11,否,2
RV-100574,松下,智能穿戴,4,110,否,京东,2026-05-20,否,4
RV-100575,格力,耳机,4,96,是,官网,2025-09-20,否,1
RV-100576,苹果,电视,3,74,否,京东,2025-12-02,否,0
RV-100577,苹果,平板电脑,4,10,是,拼多多,2026-01-09,否,3
RV-100578,惠普,投影仪,3,130,是,抖音,2025-12-28,否,2
RV-100579,美的,智能穿戴,5,10,是,拼多多,2026-06-21,否,0
RV-100580,OPPO,智能手机,4,68,否,京东,2026-01-28,否,0
RV-100581,飞利浦,智能穿戴,2,173,否,京东,2026-04-20,否,4
RV-100582,华为,智能家居,5,18,是,抖音,2026-05-22,否,2
RV-100583,戴尔,耳机,3,92,否,苏宁,2026-04-11,否,0
RV-100584,松下,笔记本电脑,4,62,是,拼多多,2026-01-18,否,0
RV-100585,美的,电视,4,70,否,官网,2026-03-14,否,0
RV-100586,海尔,智能手机,4,36,是,官网,2025-10-24,是,3
RV-100587,三星,平板电脑,5,43,是,抖音,2025-09-07,否,3
RV-100588,惠普,笔记本电脑,5,63,是,苏宁,2025-10-01,否,0
RV-100589,索尼,笔记本电脑,5,65,是,抖音,2025-11-04,否,1
RV-100590,三星,智能家居,5,110,是,苏宁,2026-02-22,否,1
RV-100591,联想,笔记本电脑,5,48,是,拼多多,2026-01-25,否,1
RV-100592,OPPO,智能手机,3,149,是,京东,2025-11-25,否,5
RV-100593,美的,耳机,5,10,是,官网,2026-05-12,否,0
RV-100594,华为,耳机,2,143,否,拼多多,2026-05-13,否,5
RV-100595,华硕,智能家居,5,42,是,抖音,2025-10-02,否,1
RV-100596,飞利浦,智能穿戴,4,54,是,官网,2025-09-13,否,3
RV-100597,惠普,智能手机,5,10,是,苏宁,2026-06-11,否,2
RV-100598,海尔,智能手机,5,90,是,拼多多,2026-06-29,否,0
RV-100599,松下,电视,5,25,是,苏宁,2026-01-28,否,0
RV-100600,松下,笔记本电脑,5,59,是,拼多多,2025-10-10,否,1
RV-100601,联想,智能家居,5,45,是,官网,2026-01-08,否,2
RV-100602,索尼,耳机,1,205,否,拼多多,2025-09-27,是,3
RV-100603,三星,平板电脑,5,64,是,官网,2025-10-15,否,3
RV-100604,OPPO,耳机,4,53,是,天猫,2025-10-04,否,3
RV-100605,三星,平板电脑,4,143,是,官网,2025-07-21,否,3
RV-100606,美的,平板电脑,4,44,否,拼多多,2026-04-19,否,0
RV-100607,小米,笔记本电脑,5,10,否,拼多多,2026-06-23,否,0
RV-100608,美的,电视,1,200,是,天猫,2026-04-22,否,7
RV-100609,小米,平板电脑,5,10,是,抖音,2025-09-01,否,2
RV-100610,OPPO,耳机,4,156,是,苏宁,2026-04-05,是,6
RV-100611,华硕,智能家居,5,91,是,天猫,2025-12-09,是,2
RV-100612,格力,耳机,3,210,是,天猫,2025-11-16,否,5
RV-100613,戴尔,电视,3,100,否,苏宁,2026-01-29,否,0
RV-100614,OPPO,智能手机,4,239,是,抖音,2026-06-18,否,7
RV-100615,戴尔,智能手机,5,93,是,天猫,2025-11-14,否,2
RV-100616,戴尔,智能穿戴,4,138,是,京东,2025-10-25,否,3
RV-100617,苹果,平板电脑,5,123,是,拼多多,2026-05-23,是,7
RV-100618,联想,平板电脑,3,64,是,天猫,2025-08-29,是,7
RV-100619,戴尔,电视,5,64,是,天猫,2026-04-16,否,1
RV-100620,苹果,智能手机,4,13,是,天猫,2026-05-02,否,0
RV-100621,华为,智能穿戴,5,73,是,苏宁,2025-08-31,否,0
RV-100622,三星,耳机,4,139,是,官网,2025-08-25,否,3
RV-100623,惠普,耳机,5,82,是,京东,2026-04-25,否,0
RV-100624,海尔,智能穿戴,5,79,是,官网,2025-08-30,否,2
RV-100625,格力,平板电脑,1,168,否,拼多多,2026-05-22,否,0
RV-100626,联想,投影仪,2,150,否,京东,2026-05-01,否,3
RV-100627,格力,智能穿戴,5,34,是,京东,2025-08-29,否,1
RV-100628,小米,笔记本电脑,4,120,是,抖音,2026-02-26,否,6
RV-100629,OPPO,投影仪,2,136,否,苏宁,2025-08-19,否,5
RV-100630,华硕,平板电脑,2,148,是,抖音,2026-03-24,否,3
RV-100631,戴尔,电视,5,73,是,官网,2026-07-03,否,1
RV-100632,三星,智能穿戴,5,10,是,拼多多,2025-07-22,否,0
RV-100633,联想,电视,3,83,否,拼多多,2026-03-31,是,1
RV-100634,松下,投影仪,2,166,是,拼多多,2025-10-07,否,4
RV-100635,华硕,电视,2,145,是,抖音,2025-09-27,否,6
RV-100636,华为,耳机,4,85,是,京东,2026-02-15,否,1
RV-100637,联想,电视,4,62,否,天猫,2025-12-21,否,0
RV-100638,OPPO,笔记本电脑,2,135,否,苏宁,2026-05-25,否,3
RV-100639,美的,耳机,5,61,否,拼多多,2025-10-13,否,0
RV-100640,苹果,笔记本电脑,5,99,是,天猫,2025-10-25,否,3
RV-100641,三星,投影仪,2,172,否,京东,2026-04-26,否,2
RV-100642,松下,平板电脑,5,66,是,官网,2026-06-16,否,2
RV-100643,松下,笔记本电脑,5,31,否,官网,2025-08-05,否,0
RV-100644,索尼,智能手机,4,65,是,拼多多,2025-10-09,否,2
RV-100645,飞利浦,智能家居,4,109,是,抖音,2025-08-24,否,0
RV-100646,惠普,笔记本电脑,5,99,是,天猫,2025-09-18,否,2
RV-100647,苹果,笔记本电脑,5,110,否,京东,2026-05-03,否,0
RV-100648,华硕,智能手机,5,79,是,拼多多,2025-08-27,否,3
RV-100649,索尼,投影仪,3,170,否,苏宁,2026-05-29,否,4
RV-100650,OPPO,平板电脑,5,85,否,官网,2025-08-13,否,0
RV-100651,飞利浦,智能家居,4,104,否,苏宁,2026-01-03,是,6
RV-100652,苹果,投影仪,3,165,否,苏宁,2025-11-05,否,2
RV-100653,松下,平板电脑,5,60,是,官网,2025-12-13,否,0
RV-100654,飞利浦,笔记本电脑,5,10,是,抖音,2026-03-08,否,3
RV-100655,三星,平板电脑,1,159,是,抖音,2025-11-28,否,8
RV-100656,飞利浦,投影仪,4,182,是,抖音,2026-05-11,否,7
RV-100657,OPPO,智能家居,5,104,是,抖音,2026-06-03,否,5
RV-100658,小米,电视,5,55,是,天猫,2025-08-04,是,1
RV-100659,华硕,智能穿戴,5,76,是,抖音,2026-02-05,否,2
RV-100660,飞利浦,智能穿戴,2,271,否,抖音,2026-07-04,否,4
RV-100661,惠普,电视,3,32,否,京东,2026-06-11,是,4
RV-100662,格力,投影仪,5,10,是,苏宁,2025-12-13,是,5
RV-100663,戴尔,耳机,4,107,是,天猫,2025-12-07,否,5
RV-100664,索尼,平板电脑,5,39,是,天猫,2026-05-26,是,4
RV-100665,海尔,电视,2,83,否,抖音,2025-12-03,否,0
RV-100666,苹果,智能家居,4,60,是,苏宁,2025-09-16,否,0
RV-100667,松下,耳机,3,135,是,京东,2026-06-21,否,6
RV-100668,OPPO,智能家居,3,99,是,抖音,2025-11-12,否,2
RV-100669,小米,笔记本电脑,5,24,是,官网,2025-07-23,否,0
RV-100670,惠普,智能穿戴,4,134,否,官网,2025-09-18,否,3
RV-100671,联想,电视,5,53,否,京东,2026-04-14,否,0
RV-100672,格力,智能穿戴,3,79,是,京东,2025-08-23,是,2
RV-100673,索尼,智能家居,5,55,是,天猫,2026-03-01,否,2
RV-100674,OPPO,智能穿戴,5,10,是,苏宁,2025-08-05,否,1
RV-100675,联想,平板电脑,5,10,是,京东,2026-01-14,否,0
RV-100676,苹果,平板电脑,3,55,否,天猫,2025-08-16,否,0
RV-100677,三星,投影仪,5,99,是,苏宁,2026-04-14,否,0
RV-100678,戴尔,智能家居,5,10,是,拼多多,2025-11-08,否,3
RV-100679,苹果,电视,5,40,否,拼多多,2025-07-26,否,0
RV-100680,惠普,智能手机,5,88,是,拼多多,2026-01-18,否,2
RV-100681,索尼,笔记本电脑,5,10,是,抖音,2025-07-29,否,1
RV-100682,飞利浦,耳机,4,77,是,京东,2026-06-04,否,0
RV-100683,戴尔,笔记本电脑,4,86,是,天猫,2026-03-02,否,2
RV-100684,华为,智能手机,4,107,是,京东,2025-07-11,否,4
RV-100685,小米,平板电脑,5,28,是,官网,2026-05-13,否,1
RV-100686,苹果,智能穿戴,5,10,是,天猫,2026-02-27,是,5
RV-100687,飞利浦,笔记本电脑,5,97,是,拼多多,2026-02-26,否,0
RV-100688,苹果,智能家居,5,10,否,天猫,2026-05-14,否,0
RV-100689,惠普,电视,5,94,是,京东,2026-05-17,否,2
RV-100690,小米,笔记本电脑,4,102,是,官网,2026-06-19,否,5
RV-100691,戴尔,智能穿戴,5,32,是,官网,2025-10-18,否,0
RV-100692,飞利浦,智能家居,4,87,是,苏宁,2026-07-07,否,1
RV-100693,格力,智能家居,5,32,是,拼多多,2025-07-24,否,2
RV-100694,戴尔,智能手机,4,10,否,拼多多,2025-11-15,是,0
RV-100695,海尔,耳机,5,22,是,官网,2026-02-05,否,1
RV-100696,戴尔,笔记本电脑,4,25,是,京东,2026-04-01,是,1
RV-100697,格力,耳机,4,19,是,抖音,2025-10-26,否,2
RV-100698,松下,智能家居,1,128,是,官网,2026-03-22,否,3
RV-100699,海尔,智能家居,2,208,否,天猫,2025-09-15,否,5
RV-100700,美的,笔记本电脑,5,10,是,官网,2026-03-06,否,0
RV-100701,海尔,平板电脑,5,70,是,抖音,2025-11-17,否,0
RV-100702,苹果,笔记本电脑,3,120,是,官网,2026-01-17,否,4
RV-100703,海尔,电视,5,16,否,拼多多,2026-04-29,否,0
RV-100704,松下,耳机,3,130,是,拼多多,2025-07-17,否,4
RV-100705,惠普,平板电脑,4,98,否,抖音,2025-08-19,是,0
RV-100706,戴尔,平板电脑,5,59,是,苏宁,2025-07-18,是,5
RV-100707,格力,平板电脑,5,69,是,天猫,2026-03-08,否,3
RV-100708,OPPO,智能手机,4,159,否,苏宁,2026-01-11,否,2
RV-100709,华为,耳机,5,99,否,拼多多,2025-08-26,否,0
RV-100710,松下,耳机,4,103,是,天猫,2025-10-27,否,4
RV-100711,苹果,智能手机,5,58,是,抖音,2026-01-18,否,2
RV-100712,飞利浦,智能家居,5,89,是,京东,2025-10-18,否,3
RV-100713,小米,耳机,3,188,是,京东,2026-03-13,否,3
RV-100714,联想,耳机,5,24,是,苏宁,2025-09-12,否,3
RV-100715,华为,电视,5,74,否,拼多多,2025-12-22,否,0
RV-100716,苹果,智能家居,3,117,否,京东,2025-09-20,否,5
RV-100717,索尼,平板电脑,5,74,是,拼多多,2026-03-18,否,2
RV-100718,OPPO,平板电脑,3,173,否,苏宁,2026-05-25,否,1
RV-100719,松下,智能家居,2,256,是,官网,2026-07-01,否,5
